iter	Logloss
281	0.2993783375
282	0.2992905473
283	0.2990871339
284	0.2989344659
285	0.29873571
286	0.2985209533
287	0.2982856733
288	0.2981478263
289	0.2979670904
290	0.2977588091
291	0.297471573
292	0.2970321103
293	0.2967859334
294	0.2966411209
295	0.2965749615
296	0.2964646136
297	0.296269408
298	0.2961214209
299	0.2958634564
300	0.2956895802
301	0.2955427912
302	0.2954550233
303	0.2953503997
304	0.2951167769
305	0.2950217154
306	0.2948533771
307	0.2946534859
308	0.2944954287
309	0.2943872805
310	0.2942484944
311	0.2940547884
312	0.2938318544
313	0.2936426746
314	0.2935470815
315	0.2934124602
316	0.2932660992
317	0.2931151536
318	0.2929436836
319	0.2927870223
320	0.2926641893
321	0.29229592
322	0.292097144
323	0.2919908689
324	0.2918094831
325	0.2916751098
326	0.2914409485
327	0.2911362357
328	0.2908951578
329	0.2907625556
330	0.2906192347
331	0.290525241
332	0.2904449701
333	0.2901195036
334	0.2899803502
335	0.2898304654
336	0.2896978489
337	0.289583987
338	0.2892485806
339	0.2890239722
340	0.2888300138
341	0.2887016672
342	0.2885769988
343	0.2883833079
344	0.2882167973
345	0.2880806203
346	0.2879125173
347	0.287715915
348	0.2876024167
349	0.2874922196
350	0.2874242476
351	0.2872028861
352	0.2870630348
353	0.2870198552
354	0.2869302107
355	0.286775644
356	0.2866681609
357	0.2865739767
358	0.2864400131
359	0.286358896
360	0.2862206914
361	0.2860622165
362	0.2860144946
363	0.2858675921
364	0.2857596592
365	0.2856097798
366	0.2853838124
367	0.2852554562
368	0.2850002936
369	0.2848308495
370	0.2846714324
371	0.284573787
372	0.2844266799
373	0.284274939
374	0.2841982519
375	0.2839883767
376	0.2836925679
377	0.2834222268
378	0.2832840502
379	0.2832218424
380	0.2831464582
381	0.2830269895
382	0.2829148341
383	0.2827862658
384	0.2826263536
385	0.2824981091
386	0.2823505066
387	0.2822686906
388	0.2820950917
389	0.2819527558
390	0.2816235397
391	0.2814123529
392	0.2812117067
393	0.2810248638
394	0.2809380865
395	0.280818295
396	0.2807081362
397	0.2805870162
398	0.280415501
399	0.280299313
400	0.2801061999
401	0.2799624823
402	0.2798717176
403	0.2796340839
404	0.2795247729
405	0.279402724
406	0.2792140947
407	0.279156903
408	0.279031797
409	0.2788230636
410	0.278689163
411	0.2785764288
412	0.2784895168
413	0.2784295106
414	0.278208671
415	0.2781145122
416	0.2780058497
417	0.2779720618
418	0.2777968039
419	0.2777045056
420	0.2776336216
421	0.2774042893
422	0.2773224748
423	0.2771481274
424	0.2770381817
425	0.2768423107
426	0.276740997
427	0.2767031129
428	0.2765862892
429	0.2764226324
430	0.2762392579
431	0.2761287975
432	0.2759789065
433	0.2758029082
434	0.2756532453
435	0.2753931555
436	0.2753539356
437	0.2752231602
438	0.2751271463
439	0.2749824259
440	0.2748382292
441	0.2747434786
442	0.2746476207
443	0.2744952169
444	0.2743818807
445	0.2742713701
446	0.2740978952
447	0.273993689
448	0.2738079339
449	0.2737453924
450	0.2736670135
451	0.2735923216
452	0.2734562676
453	0.2732853387
454	0.2732258209
455	0.2731725266
456	0.2730218188
457	0.2728976168
458	0.2728458305
459	0.2727082036
460	0.2726360683
461	0.2725494373
462	0.2724657404
463	0.2722664624
464	0.2719969908
465	0.2718677031
466	0.2718060566
467	0.2716742762
468	0.27154919
469	0.2714651518
470	0.271369091
471	0.2712319426
472	0.271123804
473	0.2710982945
474	0.2710795914
475	0.2709059966
476	0.2706994626
477	0.2705282892
478	0.2704103324
479	0.2702699459
480	0.2701529263
481	0.27000515
482	0.2699487696
483	0.2697793212
484	0.2697024757
485	0.2695810875
486	0.2694488491
487	0.269325805
488	0.2692136336
489	0.2690970945
490	0.2690777698
491	0.2690211297
492	0.2688491571
493	0.2687164368
494	0.268626357
495	0.2683629465
496	0.2681965191
497	0.2680165688
498	0.2678348995
499	0.2677001897
500	0.2675353524
501	0.2674368572
502	0.2673009576
503	0.2671452371
504	0.2670519938
505	0.2669996402
506	0.2668447514
507	0.2667186857
508	0.2666502352
509	0.2665931805
510	0.266483316
511	0.2662779352
512	0.2661634388
513	0.2660381945
514	0.2659403638
515	0.2658732731
516	0.2658472773
517	0.2656269253
518	0.2654374901
519	0.2653558998
520	0.2652225139
521	0.2651101498
522	0.2650063984
523	0.2648302796
524	0.2646803114
525	0.2645686004
526	0.2643879266
527	0.2642144592
528	0.2641713117
529	0.2640390894
530	0.2638770541
531	0.2637151206
532	0.2636453261
533	0.2635263208
534	0.263382733
535	0.2632626396
536	0.2632447818
537	0.2631418918
538	0.263063517
539	0.2629746983
540	0.2628974633
541	0.2628825615
542	0.2627965302
543	0.2626111356
544	0.2624569461
545	0.2623530999
546	0.2622010819
547	0.2620848817
548	0.2619934189
549	0.2619286564
550	0.261826985
551	0.2617443298
552	0.2616088914
553	0.2614147707
554	0.2613092845
555	0.2612171472
556	0.2611554751
557	0.261118197
558	0.2609080221
559	0.2607361869
560	0.2605385479
561	0.2602021944
562	0.2601714494
563	0.2600959589
564	0.2599679742
565	0.25974765
566	0.259671891
567	0.2595675823
568	0.2594797483
569	0.259386116
570	0.2592140753
571	0.2590745874
572	0.2589304813
573	0.258822194
574	0.2587465692
575	0.2586378217
576	0.2585845047
577	0.2584871335
578	0.2583121758
579	0.2582638621
580	0.2581913294
581	0.2580776911
582	0.2579972809
583	0.2578685171
584	0.257770822
585	0.2576033831
586	0.2575018972
587	0.2574164168
588	0.25724298
589	0.2570704288
590	0.2568721216
591	0.2567693539
592	0.2566745042
593	0.2564316392
594	0.2562630634
595	0.2561906551
596	0.2560494015
597	0.2557652058
598	0.2556567717
599	0.255502484
600	0.2553584543
601	0.2552244966
602	0.2551090431
603	0.2548451276
604	0.2547909991
605	0.2546941574
606	0.2546015887
607	0.2545132688
608	0.2544191407
609	0.2543841721
610	0.2542260149
611	0.2541198654
612	0.2539887084
613	0.2538684529
614	0.2536600154
615	0.25359776
616	0.2534582037
617	0.253315169
618	0.2531566827
619	0.2530799106
620	0.2530637625
621	0.2529560229
622	0.2528487766
623	0.252745734
624	0.2526464182
625	0.2525622275
626	0.2524578359
627	0.2522958176
628	0.2522546316
629	0.2521565103
630	0.2520587693
631	0.2518782713
632	0.2517861466
633	0.2516614935
634	0.2514368833
635	0.2512294217
636	0.2510906281
637	0.2509370788
638	0.250846502
639	0.2507796122
640	0.2507561898
641	0.2506954572
642	0.2506030375
643	0.2504743488
644	0.2504005845
645	0.2503206445
646	0.2501230958
647	0.2499117856
648	0.2498510436
649	0.2497900176
650	0.2497746624
651	0.2497518868
652	0.2496169791
653	0.2495274427
654	0.2493957475
655	0.2492879216
656	0.2492018128
657	0.2491351426
658	0.2490996983
659	0.2490395293
660	0.2487900815
661	0.2487117062
662	0.2486320963
663	0.2485977837
664	0.2485202468
665	0.2484598241
666	0.2483086001
667	0.2482078556
668	0.2480369571
669	0.2479786315
670	0.2478379395
671	0.2476559094
672	0.247494896
673	0.2474442135
674	0.247332004
675	0.2472616031
676	0.247234453
677	0.2471999209
678	0.2471594378
679	0.2471093522
680	0.2470077567
681	0.2467835477
682	0.2467359233
683	0.2466730449
684	0.2465972762
685	0.2465107339
686	0.2464805898
687	0.2463843101
688	0.2461451698
689	0.2460907367
690	0.2459952987
691	0.2459432786
692	0.2458820642
693	0.2458341126
694	0.2455918098
695	0.2455793014
696	0.2455549481
697	0.2455100911
698	0.2454584987
699	0.2453461278
700	0.2452591371
701	0.2451840823
702	0.245038773
703	0.2449913592
704	0.2449393944
705	0.2447665344
706	0.2446392196
707	0.2445997663
708	0.2444721258
709	0.2444199474
710	0.2443687218
711	0.2442214832
712	0.2441573416
713	0.2439967599
714	0.2438646779
715	0.2437853586
716	0.2437300164
717	0.243562483
718	0.2434446017
719	0.2434092853
720	0.2432588302
721	0.243174962
722	0.2430613049
723	0.2429550974
724	0.2428468489
725	0.2428005347
726	0.2427627177
727	0.242697544
728	0.2425650559
729	0.2425096802
730	0.2423972305
731	0.2422993061
732	0.242230671
733	0.2421272772
734	0.2420598471
735	0.241999883
736	0.2419586032
737	0.2419127438
738	0.2417319617
739	0.2416233495
740	0.2415671101
741	0.2414479478
742	0.2413634447
743	0.2413243811
744	0.2412076225
745	0.2411039381
746	0.2409691083
747	0.2409496996
748	0.2408527336
749	0.2407817466
750	0.2406998134
751	0.2406068129
752	0.2405630781
753	0.2404281646
754	0.2403380193
755	0.240275478
756	0.240144977
757	0.2400398044
758	0.239969902
759	0.239889075
760	0.2397968982
761	0.2397255535
762	0.239682323
763	0.2396170611
764	0.2395315984
765	0.2394431137
766	0.2393124778
767	0.2392038871
768	0.2390950004
769	0.2389575111
770	0.2388179064
771	0.2387378609
772	0.2386771715
773	0.2386125799
774	0.2385215342
775	0.2384650425
776	0.2384050182
777	0.2383091985
778	0.2382563842
779	0.2382198834
780	0.2381558756
781	0.238065758
782	0.2379899202
783	0.2379439262
784	0.2376976116
785	0.2375631369
786	0.2374198184
787	0.2372661597
788	0.237181966
789	0.2370596588
790	0.2370008411
791	0.2369704004
792	0.2367666405
793	0.2366156655
794	0.2365371431
795	0.2365171651
796	0.2365083711
797	0.2364277828
798	0.2364078713
799	0.236349799
800	0.2363364193
801	0.2363236564
802	0.2362626737
803	0.2362116856
804	0.2361255353
805	0.2361076522
806	0.235945595
807	0.2358723191
808	0.2356947431
809	0.2356335402
810	0.2354831226
811	0.2352465782
812	0.2351368784
813	0.235079153
814	0.2349664126
815	0.2349300698
816	0.2348682147
817	0.2347938195
818	0.2346709473
819	0.2345666502
820	0.2344680079
821	0.2344558228
822	0.234327002
823	0.2342169923
824	0.234138482
825	0.2340956539
826	0.2340286546
827	0.2339972121
828	0.2338764453
829	0.2337015091
830	0.2336178678
831	0.2334767389
832	0.2334603935
833	0.2334059647
834	0.2333021501
835	0.2332880697
836	0.233269015
837	0.2332135676
838	0.2330998328
839	0.2330534133
840	0.2330068678
841	0.2329981161
842	0.2329377737
843	0.2328542664
844	0.2327934534
845	0.2327724439
846	0.2326122281
847	0.2325416792
848	0.2325006988
849	0.2324118241
850	0.2323494135
851	0.2322917445
852	0.232269971
853	0.2321963438
854	0.2320867038
855	0.2320648931
856	0.2319936979
857	0.231896027
858	0.2318082691
859	0.2317683936
860	0.2317152201
861	0.2316467477
862	0.2316214705
863	0.2315683006
864	0.2315501139
865	0.2314900694
866	0.2313786592
867	0.231273231
868	0.2312043417
869	0.2311491482
870	0.2311165423
871	0.2310307624
872	0.231007745
873	0.2308847995
874	0.2307042177
875	0.2306033661
876	0.2304562901
877	0.2303754872
878	0.2303090119
879	0.2302336129
880	0.2300532704
881	0.2299623009
882	0.2298159999
883	0.2297160999
884	0.2296690826
885	0.229617412
886	0.2294831269
887	0.2294419131
888	0.2293597735
889	0.229347609
890	0.2292658148
891	0.2292328406
892	0.229167557
893	0.2290362327
894	0.2289377235
895	0.2288188168
896	0.2287073818
897	0.2286212788
898	0.2285654333
899	0.2284414982
900	0.2283335317
901	0.2282245726
902	0.2282146081
903	0.2281932004
904	0.2279750338
905	0.2278982334
906	0.2277497577
907	0.2276985302
908	0.2276437649
909	0.227543927
910	0.2275019222
911	0.2273566333
912	0.2272427866
913	0.2272004261
914	0.227057237
915	0.2269591604
916	0.2268755609
917	0.2267549024
918	0.2266818904
919	0.2265280758
920	0.2264428334
921	0.2264208957
922	0.2262546545
923	0.226159539
924	0.2260169201
925	0.2258434072
926	0.2257658551
927	0.2257375149
928	0.2256469121
929	0.2255721394
930	0.2254907514
931	0.2253726312
932	0.2252610031
933	0.2251943097
934	0.2250556915
935	0.2249787391
936	0.2248849819
937	0.2248118534
938	0.2246572091
939	0.2246051394
940	0.224520657
941	0.2243889025
942	0.2242731059
943	0.2241804266
944	0.2241393314
945	0.2240376629
946	0.2239748068
947	0.2237975927
948	0.223715994
949	0.2236471051
950	0.2236136153
951	0.2235664436
952	0.2235157595
953	0.2234718601
954	0.2233938775
955	0.2233126922
956	0.223256695
957	0.2231403521
958	0.2230808081
959	0.2230567078
960	0.2229596532
961	0.2229183028
962	0.2227858398
963	0.2226839431
964	0.2225686486
965	0.222456228
966	0.2223186774
967	0.2222388495
968	0.2221476038
969	0.2220871883
970	0.2220433078
971	0.2219233066
972	0.2218535647
973	0.221796509
974	0.2217667737
975	0.2217000479
976	0.2216724605
977	0.221600496
978	0.2215466486
979	0.2214967052
980	0.2214470085
981	0.2213943462
982	0.2213693375
983	0.2212934675
984	0.221241669
985	0.221140265
986	0.2211199652
987	0.221031698
988	0.2209977817
989	0.2208929072
990	0.2208042249
991	0.2207634173
992	0.2206826985
993	0.2204884519
994	0.220368315
995	0.2202763043
996	0.2202615966
997	0.2201806355
998	0.2201333316
999	0.2200734003
